Date,Comment,catagory,User
Date,Comment,catagory,User
2018-10-07 10:50:15,此用户没有填写评论!,尺寸:24寸;颜色分类:复古镜面拉链-耀目黑,['a***2']
2018-10-11 08:42:21,物流很快，包装完整，没有损坏，还送了好多贴纸，粉嫩的颜色。国庆出去玩了一圈，万向轮很灵活，蛮能装，随身只背一个小包就可以了，放衣服的一侧还专门有拉链可以封起来，可以说是非常贴心了。,尺寸:22寸;颜色分类:防刮拉链-玫瑰金,['l***d']
2018-10-05 19:43:20,箱子质量很好！跟卖家描述一样！给予五星好评！,尺寸:22寸;颜色分类:复古镜面铝框-耀目黑,['娜***世']
2018-09-28 20:34:12,此用户没有填写评论!,尺寸:24寸;颜色分类:防刮拉链-星空银,['忤***6']
Date,Comment,catagory,User
2018-09-24 10:15:15,此用户没有填写评论!,尺寸:22寸;颜色分类:防刮拉链-魅惑红,['我***1']
2018-09-29 19:22:07,此用户没有填写评论!,尺寸:24寸;颜色分类:防刮拉链-玫瑰金,['我***0']
2018-09-30 19:33:59,此用户没有填写评论!,尺寸:26寸;颜色分类:复古镜面铝框-星空银,['k***8']
2018-10-03 12:24:21,此用户没有填写评论!,尺寸:24寸;颜色分类:复古镜面拉链-耀目黑,['酷***2']
2018-09-05 10:39:22,此用户没有填写评论!,尺寸:24寸;颜色分类:复古镜面铝框-星空银,['爱***身']
2018-09-11 21:21:07,此用户没有填写评论!,尺寸:24寸;颜色分类:防刮铝框-星空银,['刘***5']
2018-10-10 20:24:58,东西很棒，领了优惠券还是蛮实惠的，质量怎么样就看以后使用后再来追评吧，现在感觉还不错，颜色很正，表面现在还是没什么问题，客服呢态度还是棒棒棒的，很久没有用拉杆箱了，因为明年工作有变动，想要买个箱子装一些重要的东西，22寸还是刚刚好够一个人使用，在这之前小姐妹也买了个20寸的箱子去旅游，推荐给我我才买的，当时看了质量很不错，箱子推起来得声音很好听，很柔，希望长期使用质量能一直棒棒棒的，这样就太完美了，总而言之，最近比较多网购，都还比较满意~谢谢良心卖家,尺寸:22寸;颜色分类:防刮拉链-玫瑰金,['t***4']
2018-10-08 13:41:30,刚刚打开 非常棒！做工材质都很好，里面没有异味 轮子很灵活 关键没有什么噪音。希望装进行李出门时一样感觉棒棒的！,尺寸:20寸;颜色分类:复古镜面铝框-星空银,['彩***甫']
Date,Comment,catagory,User
2018-10-07 07:27:19,此用户没有填写评论!,尺寸:24寸;颜色分类:复古镜面拉链-耀目黑,['m***2']
2018-10-07 20:53:46,此用户没有填写评论!,尺寸:29寸;颜色分类:防刮铝框-玫瑰金,['意***留']
2018-10-10 08:32:16,这次旅行这个箱子为我立下了汗马功劳，六岁的宝贝一直在箱子上坐着推着走，我想反正也不贵，坏了也不心疼，抱着孩子步行太累了。箱子质量没得说，完好如初！必须好评！,尺寸:24寸;颜色分类:防刮拉链-星空银,['l***合']
2018-09-12 15:19:14,此用户没有填写评论!,尺寸:24寸;颜色分类:防刮拉链-尊贵黑,['瑞***3']
2018-09-25 09:50:49,此用户没有填写评论!,尺寸:22寸;颜色分类:复古镜面拉链-玫瑰金,['无***0']
2018-10-10 19:21:30,"性比价并没有很高 但是又需要 最近還複裂了個好評模板哈哈这是一-个好评模版,不要看了下面都是废话。因为本姑娘很懒不想每个宝贝都写好评所以才模仿网友的好评模版但是这个宝贝不管是质量款式还是性价比都是本姑娘喜欢的如果是不喜欢的那本姑娘就会很生气然后这个模版就变成了各种喋喋不休的吐槽自然就不会撒下这个好评给各位淘友一个参考本宝贝还是极好的",尺寸:29寸;颜色分类:防刮铝框-星空银,['顾***i']
2018-09-29 21:30:40,皮箱的质量非常不错，很轻便，轮子也很顺畅，外观也很上档次很美，颜色非常靓丽哦！！联系客服咨询箱子质保也有，这下放心了，箱子空间很大能装不少东西呢。一个箱子足够装满所以东西呢~~谢谢店家。,尺寸:26寸;颜色分类:复古镜面拉链-玫瑰金,['t***0']
2018-10-04 14:05:37,质量很好，很抗压，卖家还送了一些小礼品，，漂亮，很有质感~~空间蛮大的哈，应该能装得下挺多东西的。价格比实体店便宜很多，性价比挺高的。店家还送了几张可爱的贴纸，被孩子抢走了，总的来说都很满意目前还没有用。,尺寸:26寸;颜色分类:防刮铝框-魅惑红,['孤***廷']
2018-10-07 10:01:08,性价比超高的一款行李箱,尺寸:22寸;颜色分类:复古镜面铝框-耀目黑,['吴***y']
2018-10-07 19:37:12,说实话，这是我网购以来最满意的一次了，首先，卖家服务态度很好，有不懂的地方都耐心的解答，其次物流很快，箱子质量也不错，样式也美观，由于一直没有时间忘了给好评，现在我给大家推荐，这个旅行箱真的很值得购买。生活不止眼前的苟且，还有诗和远方，一起去旅行吧！,尺寸:20寸;颜色分类:防刮拉链-墨竹绿,['阳***i']
2018-09-27 17:15:05,此用户没有填写评论!,尺寸:20寸;颜色分类:防刮铝框-墨竹绿,['t***8']
2018-10-03 20:53:34,挺好的，还算满意，送了小贴画，就是边上瘪了一点，不过东西放满了应该就不会瘪了，轮子也挺滑，就是把手有点松,尺寸:20寸;颜色分类:复古镜面拉链-玫瑰金,['烟***8']
2018-10-09 10:37:17,满满的塑料感，稍微用力一压就凹进去一大截，做工粗糙，外面的针线都能看到，给人很廉价的感觉。销量和好评肯定是刷出来的吧，别打电话骚扰我，我只是实话实说而已！,尺寸:26寸;颜色分类:防刮拉链-尊贵黑,['罗***9']
2018-10-08 13:16:55,行李箱很好看，颜色很naizang有好看，就是拉杆有点松，不过价钱在这了，很值，大小正合适三天假的人回家用。物流太慢了，一号下单，二号商家发货，三号快递才开始运送，足足等了六天，快递太慢，其他很不错,尺寸:20寸;颜色分类:防刮拉链-墨竹绿,['王***日']
2018-10-08 16:41:22,此用户没有填写评论!,尺寸:24寸;颜色分类:复古镜面铝框-魅惑红,['小***灬']
2018-09-28 12:20:23,此用户没有填写评论!,尺寸:24寸;颜色分类:复古镜面铝框-星空银,['小***灬']
2018-10-09 20:17:10,完美，漂亮，时尚，最主要的是可以放好多东西，结实，喜欢的行动吧,尺寸:26寸;颜色分类:复古镜面铝框-星空银,['韩***8']
2018-10-12 14:37:40,真的喜欢收到货就迫不及待来评价了，质量不错，样式很好看，服务也不错哦。买的很值得很放心，买家秀和实物真的一样哦，还赠送的贴纸很多张，而且还要表白快递，物流快，外包也很好没有破损。卖家可以说是很用心了。下次有需要还来！质量好的没话说，给你我的五颗小星星！一直在期待的箱子，颜色大小都十分满意，颜值没得说，材质特别好，硬度和介绍的一样好，内里空间够大，内部结构也很出色，物流特别快就送到家了，轮子特别静音，还有密码锁和卡扣特别有档次，轮子拉链很顺滑！还送了小礼物，有点小问题联系客服之后也解决好了，总之满意。给超耐心的客服点个赞！,尺寸:20寸;颜色分类:防刮铝框-玫瑰金,['香***仙']
2018-10-07 10:40:20,好评！,尺寸:24寸;颜色分类:复古镜面拉链-耀目黑,['乐***8']
Date,Comment,catagory,User
2018-10-05 11:31:34,此用户没有填写评论!,尺寸:22寸;颜色分类:复古镜面拉链-星空银,['z***8']
2018-10-04 10:49:03,此用户没有填写评论!,尺寸:24寸;颜色分类:复古镜面铝框-耀目黑,['钱***2']
2018-09-28 22:20:52,这次我第一次在淘宝上认真的写评价 这箱子真的出乎我的意料  真的这个价钱买到这么好的东西  真的很好  店家也很好,尺寸:20寸;颜色分类:复古镜面拉链-星空银,['y***l']
2018-10-08 12:38:30,给弟弟买的，弟弟很喜欢质量也很好，空间也大，下次有需要还来光顾,尺寸:24寸;颜色分类:复古镜面拉链-星空银,['t***9']
2018-09-04 21:02:39,此用户没有填写评论!,尺寸:22寸;颜色分类:防刮拉链-星空银,['t***9']
2018-10-12 03:26:39,此用户没有填写评论!,尺寸:29寸;颜色分类:防刮拉链-玫瑰金,['轩***禾']
2018-09-25 19:22:06,这么多旅行箱的牌子选中了这家也是缘分，颜色没有色差、拉起来轻便、无声、空间大、客服态度好、很开心的一次购物、喜欢的朋友们赶紧下手吧、比实体店的便宜很多，而且质量优。较结实，美观大方，商家还赠送了贴纸，贴纸很可爱炒鸡喜欢，蟹蟹店家~~兰陵王的服务也是棒棒哒！祝生意兴隆！多做新款 会分享给朋友们的！喜欢的兄dei姐妹快入手吧！,尺寸:24寸;颜色分类:复古镜面铝框-星空银,['祥***涵']
Date,Comment,catagory,User
2018-10-10 14:45:22,还不错，毕竟价格比较划算了，不是那种很坚硬的材质，平常出去玩还是够了的，毕竟不会有什么大的碰撞，应该会用很久的，还有送防尘袋，还不错的,尺寸:24寸;颜色分类:防刮拉链-星空银,['欣***烁']
2018-10-09 10:50:00,外观一般般，铝框扣起来有点缝隙，杠杆有点摩擦，感觉不值这个价钱，但客服态度很好，,尺寸:26寸;颜色分类:复古镜面拉链-墨竹绿,['小***y']
2018-10-12 18:00:58,空间大，质量也不错,尺寸:29寸;颜色分类:防刮铝框-玫瑰金,['爱***品']
2018-10-10 19:36:14,箱子很漂亮，和图片色差小，性价比很高。箱子里面有抗压梁，专门坐上去试了试，抗压性可以。还送了没什么用的动漫贴纸。推荐购买,尺寸:29寸;颜色分类:防刮铝框-墨竹绿,['慢***生']
2018-09-11 21:00:05,此用户没有填写评论!,尺寸:26寸;颜色分类:复古镜面铝框-玫瑰金,['t***6']
2018-10-06 13:01:21,非常高大上的一款箱子，关键是价格还便宜哈哈哈。星空银低调奢华有内涵，几乎不会撞箱，轮子转动灵活无噪音，拉杆很稳，防刮的表面很抗躁。里面设计也很人性化，行李箱的包装也好,尺寸:24寸;颜色分类:防刮铝框-星空银,['t***6']
2018-10-03 13:54:28,此用户没有填写评论!,尺寸:24寸;颜色分类:复古镜面拉链-耀目黑,['酒***丶']
2018-10-03 12:58:05,此用户没有填写评论!,尺寸:24寸;颜色分类:防刮拉链-星空银,['t***4']
2018-10-08 02:27:43,箱体和拉杆都略显单薄  毕竟价格在那了  但是颜色很好看   是我喜欢的紫色  近距离的旅行还是可以的,尺寸:20寸;颜色分类:防刮拉链-水晶紫,['糖***晶']
Date,Comment,catagory,User
2018-10-11 20:21:30,光线问题，照片看起来深色一点，其实在外面看的话就是墨绿色，超好看！！！虽然运送的过程中有点小意外，店铺客服也非常耐心和有礼貌的帮我们解疑惑！非常感谢╰(*&acute;︶`*)╯～走过路过不要错过！！！超级喜欢，重设密码也方便。,尺寸:20寸;颜色分类:防刮铝框-墨竹绿,['l***7']
2018-10-11 13:56:24,这次感觉真心超级喜欢，超级划算~性价比也很高！朋友们都说我买的超值，都想买这个呢，已经推荐给好朋友了，哈哈，下次还会来购买....还在犹豫的朋友赶快下手，良心推荐哦！这次做活动也非常划得来~~性价比很不错。物流方面呢，卖家发货速度也很快的，，服务也很到位，速度快 ~服务好！以前也买过这个，但是真心没有这次买的好，这次买的真心赚到了，哈哈！下次一定还来这家店铺！好评！好评~~行李箱收到不错。很满意，喜欢这个颜色。，跟我想象中一摸一样。质量也不错。喜欢一个人去旅行。这个箱子挺合适的设计挺不错，美观大方实用，满意，，客服态度不错，有问必答，很及时。物廉价美，喜欢箱子外观大气上档次，质量上乘，特别是容量大，推着很重的东西一点也不费力，下次一定还会去购买的,尺寸:29寸;颜色分类:复古镜面铝框-玫瑰金,['木***美']
2018-10-07 11:59:20,总体看还不错，还没有用呢。锁是塑料件，比较松,尺寸:20寸;颜色分类:复古镜面铝框-耀目黑,['巍***6']
2018-10-05 14:36:08,箱子已经收到，很好。很轻.不知道耐用吧！。整体来说还是不错的。习惯好评。,尺寸:26寸;颜色分类:防刮拉链-星空银,['l***6']
2018-10-10 20:39:43,宝贝感觉很不错，过几天外出用。物流也给力,尺寸:20寸;颜色分类:防刮拉链-尊贵黑,['y***3']
2018-09-23 10:10:17,此用户没有填写评论!,尺寸:20寸;颜色分类:防刮拉链-尊贵黑,['热***散']
2018-10-11 23:05:25,很满意呢！箱子大。质量看着也不错呢！,尺寸:26寸;颜色分类:复古镜面拉链-星空银,['y***i']
2018-10-03 14:18:26,收到  是我喜欢的颜色  质量杠杠的  黑色贼帅气  满意的购物体验,尺寸:24寸;颜色分类:复古镜面铝框-耀目黑,['l***3']
2018-10-10 15:06:26,皮箱挺好的，,尺寸:26寸;颜色分类:复古镜面铝框-玫瑰金,['海***恋']
2018-10-10 12:31:01,货已收到了！第一眼看到很是惊喜！颜色、款式都是我喜欢的风格。箱子很漂亮 颜色和图片上一样 完全没有差别 拉杆也不会晃动 很结实 非常方便拉出 不会出现卡顿的感觉 轮子推起来也很安静顺滑 万向轮就是方便~~做工精细，材质柔韧、坚固、结实、耐用。 内部的绷带有一点点松了。,尺寸:22寸;颜色分类:防刮铝框-魅惑红,['女***x']
2018-10-09 20:50:53,箱子收到，挺好的，轮子转动灵活，箱体结实，颜色正，送货快捷，这箱子是我帮朋友买的，他收到后也挺满意的。,尺寸:22寸;颜色分类:防刮铝框-墨竹绿,['t***1']
2018-10-04 10:53:30,此用户没有填写评论!,尺寸:24寸;颜色分类:复古镜面拉链-墨竹绿,['胡***7']
2018-10-10 20:12:10,箱子特别好，十一跟着我来回奔波，依然完好无损，特别结实箱子特别小巧，也不重。短途旅行完全可以满足。,尺寸:20寸;颜色分类:防刮拉链-星空银,['洛***马']
2018-10-10 15:06:49,宝贝非常好，很满意，我一百四十几斤的人站上去箱子没有一点事，而且箱子颜值相当的高，价格比超市里的便宜太多，买到就等于赚到，一次愉快的购物,尺寸:24寸;颜色分类:复古镜面铝框-星空银,['我***倩']
2018-10-07 21:04:25,质量还可以，物美价廉，值得购买，想买的亲，欲购从速！,尺寸:22寸;颜色分类:防刮拉链-墨竹绿,['张***9']
2018-09-30 14:46:15,此用户没有填写评论!,尺寸:26寸;颜色分类:防刮铝框-星空银,['微***心']
2018-09-27 18:43:57,宝贝收到了，颜色很好看，款式也不错，比商场价要便宜，性价比高的箱子，整体满意！,尺寸:24寸;颜色分类:防刮铝框-墨竹绿,['林***姐']
2018-09-05 09:30:50,此用户没有填写评论!,尺寸:20寸;颜色分类:防刮铝框-耀目黑,['t***2']
2018-10-12 09:03:34,宝贝收到了，质量挺好的，早知这样买那种没有拉链的，可以装好多好多的东西，在里面,尺寸:26寸;颜色分类:防刮拉链-玫瑰金,['t***0']
Date,Comment,catagory,User
Date,Comment,catagory,User
2018-10-08 19:51:31,我都已经装满东西放到柜子里了，和这个价钱挺相似的，感觉比我之前的24寸的箱子稍微小点，横着也能放，还挺好的,尺寸:24寸;颜色分类:防刮拉链-星空银,['我***啊']
2018-10-08 18:01:00,包装很好，虽然到手出了点意外，但客服很负责，又补发，质量还不错，活动价便宜了好多呢，已经不错啦。,尺寸:24寸;颜色分类:防刮铝框-玫瑰金,['你***递']
2018-10-08 19:16:19,箱子很满意材质不错，颜色很喜欢，做工很精细，轮子非常溜，拖拉非常顺畅，五星好评。 态度好,尺寸:24寸;颜色分类:防刮拉链-星空银,['8***8']
Date,Comment,catagory,User
2018-09-30 16:20:07,宝贝收到了 没让我失望 卖家很贴心的送我了贴纸,尺寸:26寸;颜色分类:复古镜面铝框-星空银,['t***0']
2018-10-10 20:24:37,还挺好的，虽然有一些小瑕疵划痕，不过还是不影响哒，好评好评     这是一个好评模板，不要看了下面都是废话。因为本仙女很懒不想每个宝贝都写好评所以才模仿网友的好评模板，但是这个宝贝不管是质量还是款式都是本仙女喜欢的如果不喜欢本仙女收到会很生气然后这个模板就会变成各种喋喋不体的吐槽，自然不会撒下这个好评给各位淘友一个参考。本宝贝还是极好的，来自一位懒省事的只爱购物不爱写评论只想换积分的仙女,尺寸:20寸;颜色分类:防刮铝框-星空银,['一***7']
2018-09-22 10:23:19,此用户没有填写评论!,尺寸:26寸;颜色分类:防刮铝框-耀目黑,['是***的']
2018-10-12 17:58:12,我的箱子上到家都没有保护膜  还有划痕  急着用就没有退换,尺寸:22寸;颜色分类:复古镜面拉链-耀目黑,['哭***过']
2018-07-23 10:56:27,此用户没有填写评论!,尺寸:24寸;颜色分类:防刮铝框-玫瑰金,['丑***粪']
2018-10-11 22:57:09,买得最小号 挺好的 空间比想象的要大 喜欢,尺寸:20寸;颜色分类:复古镜面拉链-玫瑰金,['曾***1']
2018-10-05 14:33:59,质量很好，已经是第三次购买啦！,尺寸:24寸;颜色分类:防刮拉链-玫瑰金,['七***我']
2018-10-02 16:44:17,此用户没有填写评论!,尺寸:26寸;颜色分类:复古镜面铝框-深河蓝,['和***8']
2018-10-05 20:26:07,此用户没有填写评论!,尺寸:26寸;颜色分类:复古镜面拉链-玫瑰金,['我***1']
2018-10-11 20:04:17,箱子漂亮，空间大小可以。旅游回来看质量怎么样。,尺寸:20寸;颜色分类:防刮拉链-玫瑰金,['特***吧']
2018-10-07 20:05:18,箱子的颜色特别正，我喜欢，也挺轻便！客服凯特琳服务挺到位！谢谢你哦！,尺寸:24寸;颜色分类:复古镜面拉链-深河蓝,['w***y']
2018-10-11 19:02:31,宝贝收到很满意，客服很耐心，开始买小了，又换的大的，能装很多东西，喜欢,尺寸:26寸;颜色分类:防刮拉链-玫瑰金,['h***3']
2018-09-24 20:59:33,宝贝收到了！就是晚点评论了一下，不好意思?宝贝收到打开一看吓我一跳，真的非常好！做工精细，没有漏洞的地方，而且还送了小礼物非常喜欢?质量还可以，比较满意。绝对五星。总之来说比较满意的一次网购，同学需要买。已经介绍到你家买箱子拉~~希望卖家越做越好！！,尺寸:29寸;颜色分类:防刮拉链-玫瑰金,['曾***子']
2018-10-07 21:21:55,非常好，很漂亮，物有所值。很结实。,尺寸:20寸;颜色分类:防刮铝框-星空银,['1***n']
2018-10-09 13:23:22,不是新的箱子。。估计是打下来的次品发给我们消费者。。。做工有问题。。不是挤压造成的。。给兄弟姐妹们一个参考。。算我倒霉。。。退换就不必了将就用吧！还是实体店比较安全可靠。,尺寸:24寸;颜色分类:防刮铝框-耀目黑,['袁***7']
2018-10-10 10:53:55,宝贝早就收到了，很不错，质量很好，款式很好看。我喜欢。,尺寸:20寸;颜色分类:复古镜面拉链-魅惑红,['佳***淘']
2018-09-30 20:01:02,此用户没有填写评论!,尺寸:29寸;颜色分类:防刮拉链-玫瑰金,['诺***5']
2018-10-08 19:33:29,颜色还是挺喜欢的，这个拉杆箱质量真的让我忍不住吐槽，这个拉杆来回晃动，拉在地上声音特别大，这个能挂行李的钩子路上是个摆设，不能用   真的很失望,尺寸:20寸;颜色分类:复古镜面拉链-墨竹绿,['j***8']
2018-09-24 17:52:53,此用户没有填写评论!,尺寸:20寸;颜色分类:防刮拉链-玫瑰金,['晨***露']
Date,Comment,catagory,User
2018-09-25 20:14:15,箱子 很喜欢 质量特别好有需要的赶快下单吧价格很美丽,尺寸:20寸;颜色分类:防刮拉链-玫瑰金,['1***禹']
Date,Comment,catagory,User
2018-10-11 23:26:02,买的24看着挺大的！轮子也很活！我没啥要求！能装东西就成！东西还是可以的,尺寸:24寸;颜色分类:防刮拉链-尊贵黑,['z***7']
2018-10-07 19:42:14,物流很快，因为忙，忘了点评了，东西真的很好，我第二次买了，两个不一样的款式，但是真的蛮喜欢的！大家可以放心购买！不想特意拿出来拍照了，但是真的很不错，值得购买，而且也不贵！(这张图代表下)，可以放心下手！,尺寸:26寸;颜色分类:防刮铝框-星空银,['j***i']
2018-10-12 01:23:06,物流很快，客服服务很好安排的最快的物流 ，在出门前送到 ，箱子质量很好。很结实 ，容量大，拉杆加组的结实 提拉顺畅 ，密码锁很安全，整体都很好 。,尺寸:20寸;颜色分类:防刮铝框-耀目黑,['8***a']
2018-10-08 17:10:20,卖家发货快，物流给力，质量挺好的，很满意的一次购物，五分好评!,尺寸:24寸;颜色分类:防刮拉链-星空银,['兔***熊']
2018-10-11 14:41:04,这款游乐者万向轮拉杆箱，，这款非常棒的宝贝已收到，真的很不错，内部空间很大，能装下好多东西我上学的时候用非常方便，棒棒的，五星好评,尺寸:26寸;颜色分类:复古镜面拉链-星空银,['嘿***友']
2018-10-07 20:05:38,行李箱收到了。挺好用的，装满了孩子都能随意推动。而且我本人也踩到行李箱上面试过了。能承载我的重量哦，整体来说，挺满意的,尺寸:24寸;颜色分类:复古镜面铝框-深河蓝,['l***档']
2018-09-15 19:39:48,行李箱质量特别好，很喜欢，空间很大，就是我拍大了点，真的好大呀，不过可以装很多很多东西，但是这个我感觉还挺好的，挺轻便的，箱子做得也很标准，包装也非常好， 跟专柜的一样的 很好 感觉物超所值 服务态度是很好的，没什么挑剔的，全五分质量杠杠的，别介哈！！,尺寸:22寸;颜色分类:复古镜面铝框-耀目黑,['夏***2']
2018-10-04 18:24:56,这贴纸有点少女啊，不知道轮子用多久,尺寸:29寸;颜色分类:防刮铝框-耀目黑,['曹***。']
2018-10-08 21:28:35,东西很好呦，箱子里有一个香包，箱子打开香香的，没有异味哦，包装很好很严实，值了值了，快递很快哦！值得购买。,尺寸:20寸;颜色分类:防刮拉链-尊贵黑,['青***愁']
2018-10-08 19:41:06,此用户没有填写评论!,尺寸:20寸;颜色分类:防刮铝框-星空银,['神***霞']
2018-10-08 19:21:28,轮子顺滑，箱体还可以，拉杆太差，总体一般，这个价位就差在杆上，最主要的部件之一,尺寸:20寸;颜色分类:复古镜面铝框-墨竹绿,['王***0']
2018-09-06 19:59:21,此用户没有填写评论!,尺寸:22寸;颜色分类:复古镜面拉链-墨竹绿,['是***吗']
Date,Comment,catagory,User
2018-10-02 13:56:46,旅行箱因为寄到儿子的学校，国庆放假回家才看到实物。箱子看着外观大方，黑色纯正。轮子转动起来非常顺畅，内部隔层纱看着比较结实。外部还有一个挂小物件的扣子设计，方便使用，平时孩子往返学校使用比较方便。,尺寸:20寸;颜色分类:防刮拉链-尊贵黑,['l***罗']
2018-10-07 09:35:06,箱子很大，很喜欢,尺寸:26寸;颜色分类:防刮拉链-玫瑰金,['豪***s']
2018-10-08 10:57:38,箱子很漂亮质量也不错！很喜欢！卖家很有耐心！很多问题有一一回答！很不错的卖家！点赞赞赞赞,尺寸:24寸;颜色分类:防刮铝框-星空银,['t***6']
2018-09-01 22:16:28,此用户没有填写评论!,尺寸:26寸;颜色分类:防刮拉链-尊贵黑,['t***8']
2018-10-07 14:10:10,一个角是凸起来的，还有几处有划痕，感觉凸起来那里看着很不舒服，有点强迫症，明明四个角都有泡沫保护了，应该不会是快递远送造成的，更何况这些铁也没这么容易凸起来，要不是嫌麻烦肯定退了，其他还好，坑爹有点慢，还没用过不知道怎么样,尺寸:24寸;颜色分类:复古镜面铝框-耀目黑,['狠***0']
2018-10-04 22:38:36,满意度最高的 箱子很漂亮 帅气十足,尺寸:24寸;颜色分类:复古镜面拉链-星空银,['t***3']
2018-10-10 08:01:25,宝贝我也没有看到，因为我在国外，也没人帮我签收，帮我打开查看，我也不知道宝贝是怎么样，但我相信这个是世界始终都是善良的，因为不会有问题，先给好评，有问题，在追平吧。在此，借助这个平台，表白一下我爱了6年的男人。虽然你并不知道我是谁，但是能从你的世界走过，见证过你的辉煌，陪你走过困难岁月，我的青春有你，那也足矣。祝你幸福很难，那就愿你一生平安。我跟梦想谈了一场恋爱，你永远是我的梦想。,尺寸:20寸;颜色分类:复古镜面铝框-耀目黑,['9***e']
2018-10-07 23:10:49,箱子不错，很有颜值，买的拉链款，所以会有一点软，这个价位很值了，感觉很划算。,尺寸:24寸;颜色分类:复古镜面拉链-耀目黑,['李***鹏']
2018-09-28 19:32:05,其实买之前我也是很犹豫的，怕买大怕买的不好，收到货感觉箱子很好，我72KG坐上去一点都不变形，感觉很结实，轮子也还好，蛮静音的，把手很牢固。感觉性价比非常高，个人非常满意。,尺寸:22寸;颜色分类:防刮铝框-耀目黑,['牧***笛']
2018-10-04 21:28:33,箱子质量很好，价格不贵，很满意，商家还送了贴纸。,尺寸:26寸;颜色分类:复古镜面铝框-星空银,['矫***贝']
2018-09-17 21:46:52,"很有特色，质量这么好，这么便宜，箱子真的很喜欢，价格.上也很合心意，卖家包装很严实，物流超快，大小合适，用起来感觉挺好，轮子万向轮，很顺滑，拉杆都好拉，密码锁很好使用，材质非常的有韧性哦,细节设计的也很好，是一次很好的网购，以后还会再来光顾的，强力推荐!",尺寸:24寸;颜色分类:防刮拉链-尊贵黑,['迷***s']
2018-10-08 20:28:38,"已经是老顾客了,第二次来购买了， 也给朋友推荐了这个店铺。 质量没问题，性价比也高， 质量不错，问题是颜色好看！看着好高大上喜欢！ 超级耐脏 耐磨、 防刮花 、无划痕。 价格上我也非常的满意。 细节都做的很好 ，轮子也没有噪音发出， 给五星好评，下次还会来本店的。",尺寸:24寸;颜色分类:防刮铝框-星空银,['老***9']
2018-10-10 16:35:24,此用户没有填写评论!,尺寸:20寸;颜色分类:防刮拉链-尊贵黑,['流***飘']
2018-10-03 13:55:16,非常靓丽，非常结实，非常顺滑，非常实惠。,尺寸:26寸;颜色分类:复古镜面铝框-墨竹绿,['y***6']
2018-10-09 11:36:04,空间很大，能放好多衣服，拿回来看着挺单薄的，站上去试了试没有破，我180斤！绝对可以,尺寸:29寸;颜色分类:复古镜面拉链-玫瑰金,['t***4']
2018-09-15 15:15:58,箱子挺好看的，无论质量还是时尚都是高大尚的，轮子很灵活， 质量比一般店好很多！ 皮箱也特别的轻，以后出门旅游，一切的东西就靠它了，轮子也很顺滑，还送了贴纸，客服服务态度也很好！很满意的一次购物！给朋友买一个,尺寸:24寸;颜色分类:复古镜面铝框-深河蓝,['q***5']
2018-10-11 15:11:32,宝贝真的挺好，这么便宜能买到这么好的箱子真是超值，想买的亲们不要再犹豫了放心的下单吧！全五星,尺寸:22寸;颜色分类:防刮拉链-墨竹绿,['樱***舞']
2018-08-05 18:10:27,此用户没有填写评论!,尺寸:26寸;颜色分类:复古镜面铝框-玫瑰金,['t***9']
2018-09-15 11:29:31,拉杆箱收到啦，质量棒棒的，非常好，应该能用很久。拉杆也很顺滑，客服态度也好，质量比一般店好很多！箱子很好 物美价廉，设置密码没看明白，联系客服小姐姐，马上发个教程，轻松搞定，坐等出去玩试试实用性和耐用性。而且价格实惠。,尺寸:22寸;颜色分类:复古镜面拉链-墨竹绿,['女***魔']
Date,Comment,catagory,User
2018-10-11 23:53:45,今天收到货了，颜色很好看，摸上去很薄，打开之后两面全部着地，不小心会划伤，我一不小心把下面划伤了一点痕迹，物流太墨迹了，店家服务态度一般，唯独不能接受的物流太墨迹，好评：一般,尺寸:29寸;颜色分类:复古镜面拉链-魅惑红,['w***3']
2018-10-08 20:35:58,旅行箱还行吧，材质应该是硬性塑料，关闭的话依赖于两个卡扣（有聊胜于无的密码锁）。想来平常只用来带点轻的东西还是可以的啦（如果需要携带较重的物品还是强推皮革材质的箱子更好呢）╮(︶▽︶)╭ 附：习惯好评（●＞&omega;＜●）,尺寸:26寸;颜色分类:防刮铝框-耀目黑,['t***0']
2018-10-04 14:01:45,质量超级好，颜值也很高，给老爸出差买的，老爸很喜欢，以后旅行箱就在这里买啦~ 比心卖家和客服小姐姐~,尺寸:26寸;颜色分类:防刮铝框-耀目黑,['枪***5']
2018-10-05 10:53:51,此用户没有填写评论!,尺寸:20寸;颜色分类:防刮拉链-尊贵黑,['若***1']
2018-10-05 12:00:07,此用户没有填写评论!,尺寸:24寸;颜色分类:防刮铝框-耀目黑,['夏***易']
2018-10-07 18:09:37,已经是第二次买了，第一次是买给我弟的，这次是给自己买的，宝贝不错，轮子不错，就是物流太慢了，因为急着要，自己去拿的，好评吧！！！好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评&hellip;&hellip;,尺寸:26寸;颜色分类:复古镜面铝框-玫瑰金,['沫***仔']
2018-10-03 14:07:32,很好的宝贝超值,尺寸:26寸;颜色分类:复古镜面铝框-深河蓝,['乐***j']
